external_id,name,clean_name,type,inn_bin,role,country,date_base
000000549,Energy Servis Center ТОО ,Energy Servis Center ТОО,ТОО,200940001140,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000550,"ТОО ""Signimpress""",Signimpress ТОО,ТОО,060840010531,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000551,"ТОО ""WELDING COMPANY""",WELDING COMPANY ТОО,ТОО,070940026088,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000552,"ТОО ""Ecolmebel""",Ecolmebel ТОО,ТОО,140640012151,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000553,"ТОО ""Прокитчен""",Прокитчен ТОО,ТОО,200240011102,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000556,"ТОО ""ADVpoint""",ADVpoint ТОО,ТОО,211140003935,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000557,"ТОО ""KazMetizGroup""",KazMetizGroup ТОО,ТОО,210940010409,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000131,ITGS ТОО ,ITGS ТОО,ТОО,160140012464,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000024,IC СЕВЕР ТОО (StaRT 7+1),IC СЕВЕР (StaRT 7+1) ТОО,ТОО,150240015768,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000448,"ТОО  ""КАЗАХСТАН - Мед Дез""",КАЗАХСТАН - Мед Дез ТОО,ТОО,050140005578,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000450,АСТ-ТЕХНОСЕРВИС ТОО ,АСТ-ТЕХНОСЕРВИС ТОО,ТОО,030540004293,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000451,IClimat ТОО ,IClimat ТОО,ТОО,150740006539,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000452,Жеті Аспан ТОО ,Жеті Аспан ТОО,ТОО,100840010829,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000455,Филиал ТОО ХозОптТорг,Филиал ХозОптТорг ТОО,ТОО,101241013027,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000456,ТОО Service RC ,Service RC ТОО,ТОО,191040026270,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000458,"ТОО ""Квартет""",Квартет ТОО,ТОО,130540014737,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000459,Qazpolymer ТОО,Qazpolymer ТОО,ТОО,180140012100,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000462,Comfort-Astana ТОО ,Comfort-Astana ТОО,ТОО,160940030858,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000463,ТОО Лукаш ,Лукаш ТОО,ТОО,110740001085,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000466,ОФИС ДОМ.KZ (ОФИС ДОМ.кз) ТОО ,ОФИС ДОМ.KZ (ОФИС ДОМ.кз) ТОО,ТОО,050640002462,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000467,Тритон М ТОО ,Тритон М ТОО,ТОО,110440014214,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000468,"ТОО ""Жігер Инжиниринг""",Жігер Инжиниринг ТОО,ТОО,161240017273,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000469,"Филиал ТОО ""Тритон М№ в г.Нур-Султан ",Филиал Тритон М№ в г.Нур-Султан ТОО,ТОО,150341026544,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000470,"ТОО ""МузZone Астана""",МузZone Астана ТОО,ТОО,081140001167,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000471,Компания Lucky Stone ТОО ,Компания Lucky Stone ТОО,ТОО,770912402327,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000472,Asset-Asia ТОО,Asset-Asia ТОО,ТОО,180940000443,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000473,"ТОО ""МегаКлимат""",МегаКлимат ТОО,ТОО,100940014578,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000474,"ТОО  ""Green Which Kokshetau""",Green Which Kokshetau ТОО,ТОО,170540002017,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000476,"Столичная Стеклопакетная Компания ""ТОО",Столичная Стеклопакетная Компания  ТОО,ТОО,060340013270,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000477,"""AK NIET GROUP"" филиал ТОО в г. Нур-Султан ",AK NIET GROUP филиал в г. Нур-Султан ТОО,ТОО,080841000761,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000478,ПремиумСтройСнаб ТОО ,ПремиумСтройСнаб ТОО,ТОО,201140016023,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000479,КАЛИБР ТОО ,КАЛИБР ТОО,ТОО,170240025451,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000487,ХозОптТорг ТОО ,ХозОптТорг ТОО,ТОО,061140011283,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000488,Полиграфсервис ТОО ,Полиграфсервис ТОО,ТОО,990240001782,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000490,MONICO ТОО ,MONICO ТОО,ТОО,090940018487,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000493,Трапеза -Казахстан ТОО ,Трапеза-Казахстан ТОО,ТОО,131140010227,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000494,NKB Group Service ТОО,NKB Group Service ТОО,ТОО,100740013876,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000496,BalQaragai Country Club ТОО,BalQaragai Country Club ТОО,ТОО,150540011607,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000498,Two partners ТОО ,Two partners ТОО,ТОО,191040029007,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000499,Caspian Trans Company (Каспиан Транс Компани) ТОО ,Caspian Trans Company (Каспиан Транс Компани) ТОО,ТОО,130140005812,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000501,"ТОО ""JSD.KZ""",JSD.KZ ТОО,ТОО,131240021147,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000503,"ТОО ""PLAZA CONSTRUCTION""",PLAZA CONSTRUCTION ТОО,ТОО,170640016119,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000506,"ТОО ""DeltaChip""",DeltaChip ТОО,ТОО,180440001384,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000507,"Адал 2010""ТОО",Адал 2010 ТОО,ТОО,091240000283,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000508,"ТОО ""Georges St-Pierre""",Georges St-Pierre ТОО,ТОО,210840020393,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000509,Гостиница Достык ТОО ,Гостиница Достык ТОО,ТОО,941140000398,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000511,"ТОО ""Центр правильного сна""",Центр правильного сна ТОО,ТОО,101040013212,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000512,Минметалс Казахстан ТОО ,Минметалс Казахстан ТОО,ТОО,010640000250,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000513,"Tоварищество с ограниченной ответственностью ""Hydroscand"" (Гидросканд)",Hydroscand (Гидросканд) ТОО,ТОО,120440021655,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000514,"Торговый дом ""ТеплоСнаб"" ТОО ",Торговый дом ТеплоСнаб ТОО,ТОО,160440000312,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000515,Компания Ас-Ай ЛТД ТОО ,Компания Ас-Ай ЛТД ТОО,ТОО,020940000243,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000518,"ТОО ""LuxCommerce""",LuxCommerce ТОО,ТОО,130240013589,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000520,"ТОО ""NOF CATERING""",NOF CATERING ТОО,ТОО,180740015751,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000047,ТОО «HP GROUP» ,HP GROUP ТОО,ТОО,180840026881,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000049,Аlpack tech ТОО,Аlpack tech ТОО,ТОО,140940024845,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000128,КУРАЛ-АСТАНА ТОО,КУРАЛ-АСТАНА ТОО,ТОО,030740004270,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000129,Аверсгрупп kz ТОО,Аверсгрупп kz ТОО,ТОО,100440006152,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000130,ФАРОС Графикс ТОО,ФАРОС Графикс ТОО,ТОО,021240005658,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000581,Donatello ТОО ,Donatello ТОО,ТОО,160340001525,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000582,Мунай - Integration ТОО ,Мунай - Integration ТОО,ТОО,971140001460,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000583,"ТОО ""Eco Friend""",Eco Friend ТОО,ТОО,180240015288,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000584,"ТОО ""Probarista.kz""",Probarista.kz ТОО,ТОО,171040033874,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000585,Цептер ИнтернешнлABC  Desing ТОО,Цептер ИнтернешнлABC Desing ТОО,ТОО,950740001426,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000123,PetroPlast Company ТОО ,PetroPlast Company ТОО,ТОО,170740006344,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000124,Шанс -2050 ТОО ,Шанс -2050 ТОО,ТОО,160540016461,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000050,Жасампаз болашак ТОО,Жасампаз болашак ТОО,ТОО,170840016355,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000051,Центр Технического Обслуживания ТОО,Центр Технического Обслуживания ТОО,ТОО,080740005555,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000052,ТОО «КазСнабСервис-Астана» ,КазСнабСервис-Астана ТОО,ТОО,071040003801,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000147,"ТОО ""Кэпитал Тауэр Девелопмент"", г. Алматы","Кэпитал Тауэр Девелопмент, г. Алматы ТОО",ТОО,040840001648,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000148,"ТОО ""ABT & E-trans Forwarding company""",ABT & E-trans Forwarding company ТОО,ТОО,080940004811,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000149,"АО ""Technodom Operator""(Технодом Оператор)",Technodom Operator(Технодом Оператор) АО,АО,121140008045,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000150,"Филиал ТОО ""Берег"" г. Астана",Филиал Берег г. Астана ТОО,ТОО,980641002848,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000153,"ТОО ""ТД СтройСевер""",ТД СтройСевер ТОО,ТОО,170840026927,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000154,"ТОО ""Сател""",Сател ТОО,ТОО,000340007700,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000156,"ТОО ""CAPITAL APPRAISERS GROUP""",CAPITAL APPRAISERS GROUP ТОО,ТОО,161140017262,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000157,"АО ""Казахско-Австроийское Совместное предприятие ""Рахат""",Казахско-Австроийское Совместное предприятие Рахат АО,АО,920640000805,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000021,ТОО «Компания системных бизнес технологий»,Компания системных бизнес технологий ТОО,ТОО,130140009766,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000261,Стрегис Инвестментс Лимитед Казахстан в г. Алматы  ТОО ,Стрегис Инвестментс Лимитед Казахстан в г. Алматы ТОО,ТОО,990140001878,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000263,STI company ТОО ,STI company ТОО,ТОО,131140008235,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000264,Компания Senator KZ ТОО,Компания Senator KZ ТОО,ТОО,110840005537,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000266,Алимжана Мебельная Компания ТОО,Алимжана Мебельная Компания ТОО,ТОО,190940022357,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000267,Specially Supply Company ТОО,Specially Supply Company ТОО,ТОО,110140014045,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000268,"Филиал ТОО ""Торговый Дом ""ЭЛЕКТРОКОМПЛЕКТ"" в городе Нур-Султан",Филиал Торговый Дом ЭЛЕКТРОКОМПЛЕКТ в городе Нур-Султан ТОО,ТОО,200141015177,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000271,Тубу ТОО ,Тубу ТОО,ТОО,190740032436,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000383,"АО Фонд развития предпринимательства "" Даму"" ",Фонд развития предпринимательства  Даму АО,АО,970840000277,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000385,"ТОО ""ПОЛ БЕРРИ""",ПОЛ БЕРРИ ТОО,ТОО,161140007351,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000386,"ТОО ""Elorda Management Group""",Elorda Management Group ТОО,ТОО,161140013366,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000389,"ТОО""HYDRONICS""",ТООHYDRONICS,ТОО,170540008660,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000391," ТОО ""ГринПак""",ГринПак ТОО,ТОО,160540020836,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000392,"ТОО ""Инвистиционный холдинг КазНедра""",Инвистиционный холдинг КазНедра ТОО,ТОО,120740005931,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000393,ТОО Inside Art ,Inside Art ТОО,ТОО,140440005210,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000396,"ТОО ""Barlau Global Distribution""",Barlau Global Distribution ТОО,ТОО,170240018459,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000398,ТД Сфера -энергии ТОО ,ТД Сфера -энергии ТОО,ТОО,120340010765,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000400,Jet Logistic ТОО ,Jet Logistic ТОО,ТОО,071140015363,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
000000401,"ТОО ""D-tail""",D-tail ТОО,ТОО,200540006563,Поставщики ,КАЗАХСТАН,ТОО «DOWNTOWN MANAGEMENT»
